Responder_id,LanguagesWorkedWith
1001,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
1002,C;C++;HTML/CSS;Java;JavaScript;Python;SQL
1003,C++;C#;HTML/CSS;Java;JavaScript;PHP;SQL
1004,Objective-C;Swift
1005,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python
1006,Python
1007,Clojure;Go;Python
1008,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python
1009,HTML/CSS;JavaScript;PHP;SQL
1010,Dart;Java;Kotlin;Python;Scala;Swift
1011,C#;HTML/CSS;SQL
1012,Bash/Shell/PowerShell;C++;HTML/CSS;Swift
1013,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL
1014,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;SQL
1015,HTML/CSS;JavaScript;PHP;Python;TypeScript
1016,C#
1017,Go;JavaScript
1018,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python
1020,Java;JavaScript;PHP;SQL;TypeScript
1021,HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL
1022,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;Python;SQL
1023,Bash/Shell/PowerShell;C#;HTML/CSS;SQL;TypeScript
1024,C#;HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript
1025,C++;C#;JavaScript;Objective-C;Rust
1026,Bash/Shell/PowerShell;Java;JavaScript;Python
1027,HTML/CSS;JavaScript
1028,C;C++;HTML/CSS;Java;JavaScript;Python;SQL
1029,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
1030,C#;HTML/CSS;JavaScript;SQL;TypeScript
1031,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript
1032,Java;Kotlin;Swift
1033,C#;HTML/CSS;JavaScript;SQL
1034,Python;Ruby;SQL
1035,HTML/CSS;Java;JavaScript;SQL;TypeScript
1036,Java;SQL
1037,Bash/Shell/PowerShell;C#;Dart;HTML/CSS;Java;JavaScript;Objective-C;Python;SQL;Swift
1038,C;HTML/CSS;JavaScript;Python;Ruby;SQL;VBA
1039,C;C++;C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
1040,HTML/CSS;Java
1041,Bash/Shell/PowerShell;Python;SQL
1042,HTML/CSS;JavaScript;TypeScript
1043,Python;Rust
1044,C++;C#;Java;Python
1045,C#;JavaScript;TypeScript
1046,C++;HTML/CSS;Java;Python;Scala;SQL;TypeScript
1047,C;Python
1048,HTML/CSS;JavaScript;Python;SQL
1049,Bash/Shell/PowerShell;C++;HTML/CSS;Python
1050,HTML/CSS;JavaScript;SQL;TypeScript
1051,C#;HTML/CSS;JavaScript;TypeScript
1052,HTML/CSS;JavaScript;TypeScript
1053,Java;JavaScript
1054,C#;HTML/CSS;JavaScript;Kotlin;SQL;Swift;TypeScript
1055,Dart;JavaScript;Kotlin;Swift
1056,C#;HTML/CSS;JavaScript;SQL
1057,Bash/Shell/PowerShell
1058,HTML/CSS;Java;JavaScript;PHP;Python;SQL
1059,Bash/Shell/PowerShell;C;C++;Java;JavaScript;Python;Rust;TypeScript
1060,JavaScript;Python
1061,C#;SQL
1062,HTML/CSS;JavaScript
1063,Bash/Shell/PowerShell;Python;Ruby;SQL
1064,Java
1065,C#;HTML/CSS;Java;JavaScript;TypeScript
1066,Java;Kotlin
1067,Bash/Shell/PowerShell;Go;Java;JavaScript;Python;Other(s):
1068,HTML/CSS;JavaScript;Python;SQL
1069,C#;SQL
1070,C#;F#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript;VBA
1071,C#;SQL
1072,C++
1073,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
1074,C#;JavaScript;SQL;TypeScript
1075,HTML/CSS;JavaScript;TypeScript
1076,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL
1077,C#;HTML/CSS;Java;JavaScript;TypeScript
1078,C#;HTML/CSS;JavaScript;SQL;Other(s):
1079,HTML/CSS;Java;JavaScript
1080,C++;C#;Java;JavaScript;SQL
1081,Bash/Shell/PowerShell;Elixir;JavaScript;Python;SQL
1082,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript;Other(s):
1083,JavaScript;PHP;Python
1084,Objective-C;Swift
1085,HTML/CSS;JavaScript
1086,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript
1087,HTML/CSS;Java;JavaScript;Python
1088,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript;WebAssembly
1089,HTML/CSS;JavaScript;PHP
1090,Assembly;Bash/Shell/PowerShell;C;C++;C#;Python;WebAssembly
1091,Assembly;C;C#;Java;Ruby;TypeScript
1092,C++;HTML/CSS;Java;JavaScript;Python
1093,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL
1094,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA
1095,HTML/CSS;JavaScript;Python
1096,Bash/Shell/PowerShell;C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Scala
1097,Go;JavaScript;Python;SQL;TypeScript
1098,JavaScript;Python
1099,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
1100,HTML/CSS;JavaScript;TypeScript
1101,HTML/CSS;JavaScript
1102,HTML/CSS;JavaScript;PHP;VBA
1103,C++;C#;JavaScript;Other(s):
1104,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL
1105,C;HTML/CSS;JavaScript;PHP;Python;SQL
1106,Assembly;C#;HTML/CSS;JavaScript;Python;SQL;VBA
1107,HTML/CSS;Java;JavaScript;R;Ruby;SQL;TypeScript
1108,C++;C#;Java;SQL
1109,HTML/CSS;JavaScript;PHP;SQL
1110,HTML/CSS;JavaScript;PHP;SQL
1112,C#;JavaScript;Python
1113,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
1114,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL
1115,HTML/CSS;Java;PHP;SQL
1116,HTML/CSS;JavaScript
1117,Assembly;Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;PHP;Python;SQL;Other(s):
1118,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Objective-C
1119,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python
1120,C;C#;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift
1121,C++;C#;Dart;HTML/CSS;Java;JavaScript;PHP;Python
1122,PHP;Python;SQL
1123,HTML/CSS;Java;SQL
1124,C;C++;JavaScript;TypeScript;Other(s):
1125,Bash/Shell/PowerShell;C#;Go;Java;Python
1126,Bash/Shell/PowerShell;C++;C#;HTML/CSS;JavaScript;Python;SQL;Other(s):
1127,C++;Python
1128,HTML/CSS;Java;JavaScript;TypeScript
1129,HTML/CSS;JavaScript;PHP;SQL;TypeScript
1130,HTML/CSS;JavaScript;PHP
1131,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript
1132,C#;HTML/CSS;Java;JavaScript;SQL
1133,C#;HTML/CSS;Java;JavaScript;TypeScript
1134,HTML/CSS;JavaScript;SQL
1135,Go;JavaScript;PHP;TypeScript
1136,HTML/CSS;Java;JavaScript;Kotlin;Python;R;TypeScript
1137,Assembly;Bash/Shell/PowerShell;C;Objective-C;Python;Ruby;Swift
1138,C#;HTML/CSS;JavaScript;Python;Rust;TypeScript
1139,C++;C#;JavaScript;PHP;Python;SQL;TypeScript
1140,C;C++;Java;Python
1141,Python;SQL
1142,C#;HTML/CSS;Java;JavaScript
1143,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Ruby;TypeScript;Other(s):
1144,C#;HTML/CSS;JavaScript;SQL;TypeScript
1145,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL
1146,C#;HTML/CSS;Java;JavaScript;PHP;Python;TypeScript
1147,JavaScript
1148,Python;R;Other(s):
1149,Bash/Shell/PowerShell;Dart;HTML/CSS;Java;JavaScript;Objective-C;Swift
1150,Bash/Shell/PowerShell;Python;SQL;Other(s):
1151,C#;HTML/CSS;JavaScript;SQL;TypeScript
1152,JavaScript;PHP;SQL
1153,Assembly;Bash/Shell/PowerShell;Go;Python
1154,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Kotlin;TypeScript
1155,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;Ruby;SQL;TypeScript
1156,C;C++
1157,HTML/CSS;Java;JavaScript;PHP;SQL
1158,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
1159,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;TypeScript;Other(s):
1160,C;C++;Python;SQL
1161,HTML/CSS;JavaScript;Ruby;SQL
1162,C#
1163,Swift
1164,Bash/Shell/PowerShell;C++;C#;Dart;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript
1165,C++;Erlang;Python
1166,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
1167,JavaScript
1168,Assembly;C++;HTML/CSS
1169,Bash/Shell/PowerShell;C++;Java;JavaScript;Python;SQL
1170,JavaScript
1171,HTML/CSS;JavaScript;PHP
1172,PHP;Other(s):
1173,C;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
1174,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
1175,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;PHP;Python;SQL
1176,C#;SQL;VBA
1177,Bash/Shell/PowerShell;C++;HTML/CSS;Java;Python
1178,Java;Python
1179,Go;HTML/CSS;Java;JavaScript;SQL;TypeScript
1180,Assembly;Bash/Shell/PowerShell;C;Clojure;JavaScript;Kotlin;Python;TypeScript
1181,C++;Go;HTML/CSS;JavaScript;Ruby
1182,HTML/CSS;Java;JavaScript;SQL;TypeScript
1183,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL
1184,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
1185,Go;HTML/CSS;JavaScript;Python;R
1186,HTML/CSS;JavaScript;PHP
1187,Bash/Shell/PowerShell;C++;Python
1188,C#;HTML/CSS;Java;JavaScript;TypeScript
1189,C++;C#;HTML/CSS;Java;SQL;WebAssembly
1190,C#;HTML/CSS;Java;JavaScript;Python
1192,Bash/Shell/PowerShell;Java;SQL
1193,Bash/Shell/PowerShell;Elixir;Go;HTML/CSS;Java;JavaScript;Python
1194,Bash/Shell/PowerShell;Erlang;JavaScript;R;Ruby
1195,C#;Other(s):
1196,C;C++;SQL
1197,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust
1198,C++;C#
1199,C++;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL
1200,Bash/Shell/PowerShell;Python;SQL
1201,HTML/CSS;JavaScript;PHP;Python;SQL
1202,HTML/CSS;JavaScript
1203,Bash/Shell/PowerShell;C#;Python
1204,Java;R
1205,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA
1206,C;C++;HTML/CSS;Java;JavaScript;SQL
1207,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;SQL
1208,Bash/Shell/PowerShell;HTML/CSS;Python;R;SQL
1209,Bash/Shell/PowerShell;C++;JavaScript;Python;R;SQL;VBA;Other(s):
1210,Go;Python;Ruby;SQL
1211,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Ruby;Swift
1212,Assembly;C;C++;C#;HTML/CSS;Java;JavaScript;Python;SQL
1213,C#;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;SQL;TypeScript
1214,C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;SQL;Swift;TypeScript;VBA
1215,HTML/CSS;JavaScript;Python;R;SQL
1216,C++;C#;HTML/CSS;Java;JavaScript
1217,C#;HTML/CSS;Java;JavaScript;PHP;SQL
1218,C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
1219,C;C++;SQL
1220,HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL
1221,HTML/CSS;Java;Python;VBA
1222,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL
1223,C#;HTML/CSS;JavaScript;SQL;TypeScript
1224,Bash/Shell/PowerShell;C;C++;SQL;Other(s):
1225,C#;Java
1226,Bash/Shell/PowerShell;C;C++;C#;Java;Python;Other(s):
1227,HTML/CSS;JavaScript;Python
1228,C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA
1229,Bash/Shell/PowerShell;C++;Go;HTML/CSS;JavaScript;Python;Rust
1230,Bash/Shell/PowerShell;Java;Python;SQL
1231,Java;JavaScript;PHP;TypeScript
1232,HTML/CSS;JavaScript;SQL
1233,JavaScript;PHP
1234,C#;HTML/CSS;JavaScript;R;SQL
1235,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python
1236,Elixir;HTML/CSS;JavaScript;Ruby;SQL;Other(s):
1237,HTML/CSS;Python
1238,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
1239,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
1240,C++;HTML/CSS;PHP;SQL
1241,C#;HTML/CSS;JavaScript;TypeScript
1242,C++;C#;HTML/CSS;PHP;SQL
1243,Bash/Shell/PowerShell;Java
1244,Bash/Shell/PowerShell;C;Clojure;Go;HTML/CSS;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift;TypeScript
1245,HTML/CSS;Java;JavaScript
1246,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;PHP;SQL
1247,Java;JavaScript;PHP
1249,C++;C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
1250,C#;Java
1251,HTML/CSS;Java;JavaScript
1252,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;TypeScript
1253,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;Ruby;SQL;Swift;VBA;Other(s):
1254,Go;HTML/CSS;JavaScript;Ruby;SQL
1255,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
1256,C;C++;HTML/CSS;Python
1257,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript
1258,Bash/Shell/PowerShell;Elixir;Erlang;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;Ruby;Scala;SQL;Swift;TypeScript;Other(s):
1259,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;TypeScript
1260,C#;Swift
1261,C;C++;Java;R
1262,Bash/Shell/PowerShell;C;C++
1263,C;C++;C#;F#;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL
1264,C;C++;HTML/CSS;Java;Python
1266,HTML/CSS;JavaScript;PHP;SQL
1267,C#;HTML/CSS;JavaScript;SQL;TypeScript
1268,C++;Other(s):
1269,HTML/CSS;JavaScript;PHP
1270,Bash/Shell/PowerShell;HTML/CSS;Python
1271,Java;Kotlin;Objective-C;Swift
1272,C;C++;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
1273,HTML/CSS;JavaScript
1274,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Python;SQL
1275,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Python;R;SQL;Swift
1276,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;TypeScript
1277,C;C++;C#;Dart;Java
1278,C;Objective-C
1279,Bash/Shell/PowerShell;C;C++;Python
1280,Bash/Shell/PowerShell;C;C++;C#;Elixir;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
1281,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Objective-C;PHP;Python;SQL;Swift
1282,C++;C#;HTML/CSS;Java;JavaScript;PHP
1283,HTML/CSS;JavaScript
1284,C#;HTML/CSS;JavaScript;SQL;TypeScript
1285,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript
1286,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python;SQL;Other(s):
1287,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript
1288,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;R;Scala;SQL;Swift;TypeScript
1289,Bash/Shell/PowerShell;C#;F#;HTML/CSS;JavaScript;SQL;Swift
1290,HTML/CSS;JavaScript;Python;Ruby;SQL
1291,HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
1292,HTML/CSS;PHP;SQL
1293,Assembly;C#;SQL
1294,C;HTML/CSS;JavaScript;Python;R;Ruby
1295,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL
1296,Java;Objective-C;PHP
1297,HTML/CSS;JavaScript
1298,HTML/CSS;JavaScript;PHP
1299,HTML/CSS;Java;JavaScript;SQL;TypeScript
1300,Python;SQL
1301,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Scala;SQL;TypeScript
1302,C;C++;Java;JavaScript;PHP;Python
1303,C;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL
1304,C++;JavaScript;Python;SQL
1305,Bash/Shell/PowerShell;HTML/CSS;Python;Ruby;SQL;Other(s):
1306,C++;Dart;HTML/CSS;Java;PHP;Python;SQL
1307,Bash/Shell/PowerShell;PHP;Python;SQL
1308,Java;Scala
1309,C;C++;Python
1310,JavaScript;Ruby
1311,Bash/Shell/PowerShell;C;C++;Clojure;Elixir;Erlang;Python
1312,C#;JavaScript;SQL
1313,Bash/Shell/PowerShell;HTML/CSS;Java;TypeScript
1314,Assembly;HTML/CSS;Java;JavaScript;SQL
1315,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
1316,Assembly;Bash/Shell/PowerShell;C;C++;C#;Go;Java;JavaScript;Python;Ruby;SQL;Other(s):
1317,C#;JavaScript
1318,Assembly;C;C++;C#;Objective-C;PHP;SQL
1319,Bash/Shell/PowerShell;C++;C#;Dart;Go;Java;Python;Other(s):
1320,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Ruby
1321,C#;HTML/CSS;JavaScript;TypeScript
1322,C#;HTML/CSS;JavaScript;SQL
1323,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript
1324,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Ruby;Rust;SQL;Swift
1325,Java;SQL
1326,Bash/Shell/PowerShell;C++;C#;HTML/CSS;JavaScript;Python;TypeScript;Other(s):
1328,HTML/CSS;JavaScript;PHP;SQL
1329,Bash/Shell/PowerShell;C;C++;Clojure;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript;Other(s):
1330,HTML/CSS;Java;JavaScript;PHP;Python;R;Scala;SQL;TypeScript
1331,C++;C#;Java;Python
1332,C++
1333,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Python;SQL;Other(s):
1334,Clojure;HTML/CSS;JavaScript;Kotlin;PHP;Ruby
1335,Bash/Shell/PowerShell;C;C++;Python;Other(s):
1336,C#;HTML/CSS;JavaScript;SQL;TypeScript
1337,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Python;R;SQL
1338,C++;HTML/CSS;JavaScript;PHP;SQL
1339,HTML/CSS;JavaScript;Python;SQL;TypeScript
1340,Assembly;C;HTML/CSS;Java
1341,HTML/CSS;JavaScript;PHP;SQL
1342,HTML/CSS;JavaScript;TypeScript
1343,HTML/CSS;JavaScript;PHP;SQL
1344,HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
1345,C#;HTML/CSS;JavaScript;SQL
1346,Bash/Shell/PowerShell;Java;Kotlin;Python
1347,HTML/CSS;Java;JavaScript;Python;R;Other(s):
1348,C#;HTML/CSS;JavaScript;SQL;TypeScript
1349,Assembly;C#;HTML/CSS;Java;JavaScript;SQL;VBA
1350,C++;Dart;Java;Kotlin
1351,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby;SQL
1354,Objective-C
1355,HTML/CSS;Java;JavaScript;SQL;TypeScript
1356,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Objective-C;PHP;SQL;Swift;TypeScript
1357,HTML/CSS;JavaScript;PHP
1358,C#;HTML/CSS;JavaScript;Rust;SQL
1359,Assembly;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript
1360,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;PHP;Python;SQL
1361,C++;C#
1362,C#;HTML/CSS;Java;JavaScript;PHP;SQL
1363,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;SQL
1364,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Rust;SQL
1365,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript
1366,Java
1367,C#;HTML/CSS;JavaScript;Objective-C;SQL;Swift
1368,Assembly;Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
1369,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL
1370,C++;Java
1371,C;C++;Swift
1372,Bash/Shell/PowerShell;C++;SQL
1373,HTML/CSS;JavaScript;TypeScript
1374,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;PHP;SQL
1375,JavaScript
1376,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
1377,Assembly;Bash/Shell/PowerShell;C;C++;C#;Clojure;Dart;Elixir;Erlang;F#;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;WebAssembly;Other(s):
1378,Bash/Shell/PowerShell;Dart;Go;Java;Kotlin;Python;Scala;SQL
1379,HTML/CSS;JavaScript;Python;Other(s):
1380,C;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript
1381,Bash/Shell/PowerShell;Dart;HTML/CSS;JavaScript;PHP;SQL
1382,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;Other(s):
1383,C#;F#;JavaScript;TypeScript
1384,C#;HTML/CSS;JavaScript;SQL
1385,Python;R
1386,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
1387,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL
1388,HTML/CSS;Java;JavaScript
1389,Bash/Shell/PowerShell
1390,Kotlin;Objective-C;Swift
1391,C;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
1392,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
1393,HTML/CSS;Python;SQL;TypeScript;Other(s):
1394,C#;JavaScript;SQL;Other(s):
1395,C#;HTML/CSS;Java;JavaScript
1396,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL
1397,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
1398,HTML/CSS;JavaScript;SQL;TypeScript
1399,Assembly;C;C++;C#;HTML/CSS;Java;Kotlin;Python;Ruby;SQL;Swift
1400,C++;Python
1401,C++;Python
1402,SQL;Other(s):
1403,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;Ruby;SQL
1404,C#;HTML/CSS;JavaScript;SQL
1405,Python
1406,Bash/Shell/PowerShell;C;Python
1407,Bash/Shell/PowerShell;C#;JavaScript;Rust
1408,C++;Java;Kotlin;Objective-C;Swift
1409,HTML/CSS;Java;JavaScript;Python;Scala
1410,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
1411,Elixir;HTML/CSS;JavaScript;Ruby;SQL
1412,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript
1413,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python
1414,C;C++;Java;SQL
1415,C#;HTML/CSS;JavaScript;PHP;TypeScript
1416,Java
1417,HTML/CSS;JavaScript;TypeScript
1418,C;Erlang;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;Swift
1419,C++;C#;JavaScript;TypeScript
1420,Java;JavaScript
1421,C#;F#;HTML/CSS;Java;JavaScript;SQL;TypeScript;WebAssembly
1422,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
1423,Clojure;JavaScript;Python;Other(s):
1424,Java
1425,Bash/Shell/PowerShell;Java;Python;Scala;SQL
1426,HTML/CSS;JavaScript;TypeScript
1427,C#;HTML/CSS;JavaScript;SQL
1428,HTML/CSS;Python;R;SQL
1429,C++;C#;Java;SQL
1430,Assembly;C;C++;JavaScript;Python;Rust;SQL;Other(s):
1431,HTML/CSS;Java;JavaScript
1432,C#;SQL;Other(s):
1433,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;SQL
1434,HTML/CSS;JavaScript;Kotlin;Python;SQL
1435,Java;Scala
1436,Assembly;Bash/Shell/PowerShell;C;C++;C#;Go;HTML/CSS;Java;Python;Scala
1437,C#;HTML/CSS;JavaScript;SQL;TypeScript
1438,HTML/CSS;JavaScript;PHP;SQL
1439,HTML/CSS;JavaScript;PHP;SQL
1440,C++;C#;HTML/CSS;JavaScript
1441,C#;Python;Rust
1442,HTML/CSS;JavaScript;PHP;SQL
1443,Bash/Shell/PowerShell;Java;JavaScript;Python;SQL
1444,C++;Java;Kotlin;Python;SQL
1445,C;C++;C#;Java;SQL;VBA
1446,HTML/CSS;JavaScript;PHP;SQL
1447,C#;HTML/CSS;Java;JavaScript;PHP
1448,HTML/CSS;JavaScript;PHP;Python;Swift
1449,Bash/Shell/PowerShell;PHP
1450,C#;JavaScript;SQL;TypeScript
1451,HTML/CSS;Java;Kotlin;Python;SQL
1452,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
1453,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;R;Scala;SQL;VBA
1454,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL
1455,Python
1456,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;SQL
1457,Python;R
1458,HTML/CSS;JavaScript;PHP;SQL;TypeScript
1459,HTML/CSS;JavaScript;Python
1460,HTML/CSS;Java;JavaScript;SQL
1461,Bash/Shell/PowerShell;Other(s):
1462,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
1463,HTML/CSS;JavaScript;Rust;SQL
1464,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL
1465,Java
1466,Python;SQL
1467,C++;JavaScript;TypeScript
1468,Python;SQL
1469,C#;HTML/CSS;JavaScript
1470,C;C++;Java;JavaScript
1471,Bash/Shell/PowerShell;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Scala;TypeScript
1472,C;HTML/CSS;PHP
1473,Bash/Shell/PowerShell;Java;JavaScript;Python;Scala;SQL;TypeScript
1474,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python
1475,C#;JavaScript
1476,C++;Python;SQL
1477,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python
1478,HTML/CSS;JavaScript;PHP
1479,C#;HTML/CSS;Java;JavaScript;Python
1480,C++;C#;Java;JavaScript
1481,HTML/CSS;JavaScript;PHP;Other(s):
1482,Clojure;Java;Scala
1483,HTML/CSS;Java
1484,Java
